passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
3092.00,Saanvi Tak,2022-09-26,80.00,292.74,3.72
3093.00,Mishti Sankaran,2023-02-23,36.00,1198.44,3.18
3094.00,Hridaan Grover,2023-03-21,49.00,256.32,4.88
3095.00,Inaaya  Master,2022-10-15,67.00,1978.99,4.24
3096.00,Krish Krishna,2023-02-10,88.00,1333.49,4.94
3097.00,Purab Datta,2022-12-11,97.00,648.39,3.99
3098.00,Fateh Setty,2023-02-04,13.00,309.53,4.21
3099.00,Akarsh Gaba,2022-08-10,20.00,691.48,4.11
3100.00,Indranil Luthra,2022-10-03,93.00,665.59,4.43
3101.00,Keya Devan,2022-11-04,95.00,1873.42,3.57
3102.00,Piya Hora,2023-01-08,23.00,127.46,4.60
3103.00,Vardaniya Konda,2023-03-27,84.00,435.69,3.54
3104.00,Samaira Varma,2023-06-14,51.00,1124.98,4.82
3105.00,Hridaan Bhavsar,2023-06-26,17.00,115.14,4.74
3106.00,Biju Gara,2023-04-26,35.00,1320.63,4.90
3107.00,Sana Ramakrishnan,2022-08-26,92.00,1834.70,4.41
3108.00,Jayant Kibe,2023-01-27,61.00,1931.42,3.94
3109.00,Renee Doshi,2023-01-25,16.00,758.43,4.69
3110.00,Rhea Sule,2022-11-04,61.00,601.98,4.46
3111.00,Yashvi Sodhi,2023-03-05,94.00,202.15,4.00
3112.00,Ojas Sethi,2022-11-30,45.00,1977.02,4.56
3113.00,Vihaan Garde,2023-06-15,84.00,419.60,4.85
3114.00,Tushar Khosla,2023-05-05,58.00,484.44,3.16
3115.00,Rania Singhal,2022-08-27,15.00,808.02,4.55
3116.00,Arhaan Lalla,2022-11-24,93.00,1523.12,4.38
3117.00,Suhana Baria,2023-05-20,36.00,388.20,3.39
3118.00,Trisha Bajwa,2022-09-26,64.00,999.68,3.19
3119.00,Hridaan Loyal,2023-03-27,84.00,724.66,3.10
3120.00,Prerak Lata,2023-07-06,20.00,881.41,3.05
3121.00,Lakshit Khalsa,2022-11-07,51.00,1206.57,3.96
3122.00,Rania Devi,2023-06-22,96.00,1242.51,4.57
3123.00,Saira Badami,2022-11-28,20.00,125.08,3.35
3124.00,Jivin Dhillon,2022-08-28,81.00,943.61,4.69
3125.00,Miraya Kuruvilla,2023-01-21,48.00,324.15,3.97
3126.00,Indranil Bera,2023-06-01,66.00,709.06,3.20
3127.00,Mohanlal Mallick,2022-11-02,38.00,1589.91,3.85
3128.00,Madhup Viswanathan,2022-10-12,84.00,922.64,4.90
3129.00,Rati Aurora,2023-02-19,39.00,1976.32,3.64
3130.00,Lakshay Brahmbhatt,2022-11-03,88.00,215.44,3.13
3131.00,Dhruv Barman,2022-09-13,11.00,587.81,3.25
3132.00,Nirvaan Badami,2023-06-14,24.00,1102.10,4.38
3133.00,Mehul Ray,2023-01-16,74.00,304.79,3.33
3134.00,Prerak Solanki,2023-06-17,46.00,1246.08,4.58
3135.00,Dishani Kaur,2023-02-11,35.00,379.41,3.64
3136.00,Umang Bandi,2022-08-15,81.00,1107.32,4.57
3137.00,Tara Bajwa,2023-02-26,39.00,1557.25,4.58
3138.00,Sara Yadav,2023-04-27,58.00,1881.33,3.47
3139.00,Pranay Lalla,2023-06-09,11.00,1178.42,3.96
3140.00,Eshani Chand,2023-02-25,47.00,1393.56,4.84
3141.00,Farhan Raj,2023-04-07,23.00,123.40,3.96
3142.00,Kashvi Wali,2022-12-27,100.00,1307.14,4.46
3143.00,Jivin Samra,2022-12-08,26.00,566.99,4.56
3144.00,Bhamini Vohra,2023-01-03,58.00,363.37,3.96
3145.00,Navya Borah,2023-01-20,48.00,420.03,3.13
3146.00,Jivika Ben,2022-09-12,50.00,1794.55,3.64
3147.00,Dharmajan Varkey,2022-10-20,89.00,1867.05,3.55
3148.00,Chirag Tara,2023-03-27,48.00,768.65,4.87
3149.00,Taimur Khurana,2023-05-20,77.00,1270.57,3.30
3150.00,Advik Baral,2023-05-15,21.00,1234.60,4.61
3151.00,Kartik Korpal,2023-03-14,11.00,1449.92,4.23
3152.00,Ahana  Kara,2023-05-28,52.00,988.13,4.50
3153.00,Navya Sami,2023-01-04,14.00,468.74,4.14
3154.00,Pranay Chaudhari,2023-01-12,94.00,420.47,4.32
3155.00,Drishya Bir,2023-05-18,26.00,811.80,3.07
3156.00,Veer Som,2022-09-25,54.00,1950.40,3.47
3157.00,Nitya Dube,2023-06-13,54.00,1441.24,4.70
3158.00,Aniruddh Johal,2022-12-28,100.00,1960.55,4.21
3159.00,Lakshit Srinivas,2023-02-15,13.00,394.18,3.73
3160.00,Anya Sibal,2022-08-21,71.00,781.08,3.91
3161.00,Ojas Kashyap,2023-06-06,27.00,339.01,3.21
3162.00,Ahana  Gupta,2022-08-29,78.00,920.28,3.36
3163.00,Aniruddh Sharma,2023-01-08,31.00,1089.36,4.47
3164.00,Saira Chana,2023-05-02,96.00,488.84,3.31
3165.00,Sana Ravi,2023-01-23,24.00,1083.72,4.16
3166.00,Krish Rege,2023-03-15,73.00,1508.16,4.20
3167.00,Tarini Bajaj,2022-08-11,95.00,1568.29,4.47
3168.00,Zaina Bava,2023-02-01,62.00,1285.29,4.20
3169.00,Seher Dhar,2023-03-17,14.00,244.46,4.18
3170.00,Saira Sachar,2022-10-05,18.00,362.22,3.15
3171.00,Mahika Shan,2022-12-06,28.00,787.39,3.60
3172.00,Lakshay Mahal,2023-06-05,52.00,1302.67,3.94
3173.00,Shayak Sawhney,2022-10-31,70.00,1918.23,4.85
3174.00,Divyansh Dube,2023-01-20,11.00,532.16,4.57
3175.00,Miraya Sachar,2022-11-11,32.00,442.14,3.78
3176.00,Aarna Bhat,2022-11-19,27.00,368.55,3.54
3177.00,Indrans Deol,2022-09-25,86.00,1862.53,4.47
3178.00,Purab Goel,2023-02-22,29.00,1097.20,3.71
3179.00,Siya Viswanathan,2022-11-03,34.00,1864.14,3.87
3180.00,Divyansh Ratta,2022-08-20,13.00,873.52,4.81
3181.00,Miraya Desai,2023-06-07,96.00,1362.31,4.75
3182.00,Zeeshan Bhatt,2023-06-01,14.00,177.86,3.37
3183.00,Divij Tailor,2023-01-02,41.00,803.65,3.56
3184.00,Jivika Apte,2023-07-05,20.00,1879.14,4.50
3185.00,Inaaya  Thakur,2022-10-20,65.00,1543.53,3.58
3186.00,Nishith Gole,2023-01-28,46.00,1216.64,4.41
3187.00,Aarna Kamdar,2023-02-11,62.00,106.05,3.58
3188.00,Ivana Karan,2022-12-11,40.00,1298.62,4.91
3189.00,Anahita Ramaswamy,2023-02-27,66.00,229.49,3.13
3190.00,Eva Edwin,2022-12-12,55.00,1365.72,3.44
3191.00,Vivaan Dhingra,2022-10-21,27.00,893.01,3.77
3192.00,Armaan Sachdev,2022-10-07,92.00,1825.31,3.88
3193.00,Vaibhav Solanki,2023-06-16,88.00,1154.49,3.19
3194.00,Lavanya Manda,2023-02-01,17.00,467.23,4.21
3195.00,Kavya Kaul,2022-10-08,87.00,1899.02,3.33
3196.00,Baiju Madan,2022-12-04,85.00,1128.34,3.22
3197.00,Jayant Kant,2023-07-02,92.00,1989.58,3.63
3198.00,Umang Chahal,2022-09-15,36.00,857.27,4.68
3199.00,Kaira Butala,2023-02-09,95.00,1358.91,4.75
3200.00,Shamik Tak,2023-02-08,70.00,1272.20,3.74
3201.00,Taimur Mangal,2022-08-22,34.00,1373.31,4.59
3202.00,Dhruv Bal,2023-07-02,53.00,1833.99,4.67
3203.00,Himmat Bhakta,2022-10-19,25.00,432.45,3.61
3204.00,Neysa Ratta,2023-04-21,58.00,771.38,4.59
3205.00,Yasmin Bose,2022-09-24,48.00,1925.55,4.68
3206.00,Kabir Luthra,2023-05-06,93.00,1173.54,3.87
3207.00,Anya Wali,2022-11-28,66.00,773.16,3.76
3208.00,Aaryahi Mammen,2023-03-30,15.00,677.26,4.63
3209.00,Jivin Rajan,2022-09-06,11.00,630.13,3.36
3210.00,Rohan Boase,2023-03-10,21.00,612.12,3.94
3211.00,Siya Bhattacharyya,2023-03-27,72.00,1899.71,4.38
3212.00,Vidur Shan,2023-01-08,97.00,505.35,3.46
3213.00,Tara Khurana,2023-06-07,28.00,752.54,4.06
3214.00,Tara Sodhi,2023-04-14,46.00,843.81,4.72
3215.00,Shray Dayal,2023-03-18,93.00,1645.42,4.94
3216.00,Damini Kant,2022-08-23,50.00,153.90,3.85
3217.00,Umang Chana,2023-03-05,74.00,756.64,4.39
3218.00,Renee Subramaniam,2022-11-21,43.00,137.79,3.60
3219.00,Pari Chacko,2023-03-29,78.00,1019.20,4.81
3220.00,Gatik Bera,2023-03-02,70.00,863.94,4.75
3221.00,Tejas Barad,2023-07-08,64.00,1618.63,3.62
3222.00,Alia Sarraf,2023-06-03,50.00,885.26,3.70
3223.00,Nitara Bora,2023-03-12,12.00,985.62,3.51
3224.00,Aaryahi Ramaswamy,2022-11-01,37.00,806.14,3.04
3225.00,Anaya Thakkar,2023-04-06,24.00,489.09,4.68
3226.00,Kavya Khare,2022-11-14,64.00,912.91,3.15
3227.00,Shray Dave,2023-05-01,57.00,1027.75,3.54
3228.00,Urvi Datta,2022-09-20,28.00,1168.95,3.71
3229.00,Ojas Luthra,2022-09-17,89.00,602.07,4.84
3230.00,Armaan Chada,2022-08-20,94.00,333.33,4.63
3231.00,Alisha Sarma,2023-02-17,91.00,318.73,3.88
3232.00,Jivin Kakar,2023-03-21,68.00,1347.76,4.18
3233.00,Dhruv Dube,2023-05-19,72.00,1131.11,3.07
3234.00,Zoya Bassi,2023-03-16,12.00,1907.05,4.97
3235.00,Azad Bhargava,2022-09-30,98.00,321.91,4.94
3236.00,Amira Agarwal,2023-04-03,21.00,511.95,3.99
3237.00,Anika Hans,2023-03-15,14.00,1696.64,3.36
3238.00,Darshit Gulati,2022-09-29,47.00,1274.93,3.60
3239.00,Darshit Kunda,2022-09-25,66.00,333.76,3.88
3240.00,Arnav Rau,2023-06-26,84.00,1045.49,3.34
3241.00,Himmat Shan,2023-04-20,21.00,1615.51,4.95
3242.00,Prisha Rout,2022-11-09,86.00,1384.55,3.32
3243.00,Tushar Yohannan,2023-01-14,77.00,1917.21,3.06
3244.00,Darshit Deshpande,2023-04-20,38.00,1518.03,3.27
3245.00,Hansh Tiwari,2023-04-02,15.00,253.41,3.11
3246.00,Manjari Suresh,2022-11-11,59.00,571.72,4.13
3247.00,Pranay Brahmbhatt,2022-09-16,57.00,1142.98,3.37
3248.00,Nitya Dugal,2022-10-11,62.00,1811.07,4.50
3249.00,Anahi Khanna,2023-02-26,25.00,833.29,4.77
3250.00,Vivaan Bakshi,2023-01-12,60.00,234.78,4.09
3251.00,Kiaan Raj,2022-10-18,100.00,933.67,3.10
3252.00,Anika Sane,2022-11-13,77.00,996.93,3.71
3253.00,Fateh Bains,2022-08-19,66.00,1437.78,4.89
3254.00,Aarush Sundaram,2023-06-26,13.00,565.29,4.46
3255.00,Ishaan Bahri,2022-10-24,51.00,272.44,3.69
3256.00,Rhea Kant,2023-02-24,90.00,598.58,4.63
3257.00,Nishith Ramanathan,2023-05-28,59.00,788.66,3.61
3258.00,Vivaan Bhatti,2022-12-29,31.00,727.07,4.17
3259.00,Shaan Yadav,2022-08-30,14.00,1061.16,4.06
3260.00,Shamik Sama,2022-08-10,11.00,221.61,4.35
3261.00,Sumer Vala,2022-11-18,32.00,951.11,3.06
3262.00,Jivika Shanker,2023-02-08,90.00,251.10,3.34
3263.00,Shayak Gupta,2023-03-18,90.00,1659.45,3.44
3264.00,Yakshit Manne,2023-01-28,16.00,543.49,4.19
3265.00,Madhup Seshadri,2023-06-05,11.00,1950.91,4.68
3266.00,Tejas Wable,2023-01-14,10.00,1988.49,4.05
3267.00,Bhamini Thakkar,2023-06-30,65.00,923.31,4.48
3268.00,Hansh Zacharia,2023-03-15,12.00,957.00,3.76
3269.00,Taran Dash,2023-06-15,39.00,1626.56,3.84
3270.00,Adah Ramanathan,2022-12-26,21.00,1446.76,4.05
3271.00,Dharmajan Sur,2022-12-26,79.00,130.87,3.72
3272.00,Raghav Zacharia,2022-11-23,37.00,1274.58,3.21
3273.00,Baiju Kakar,2023-06-22,29.00,602.41,4.09
3274.00,Badal Zachariah,2023-05-16,68.00,1745.84,4.26
3275.00,Shayak Vaidya,2022-10-09,80.00,975.50,3.45
3276.00,Veer Chokshi,2023-05-02,43.00,1549.57,4.68
3277.00,Aaina Bali,2022-09-06,95.00,1361.23,3.60
3278.00,Jivika Sarraf,2022-09-14,42.00,797.87,3.66
3279.00,Nishith Toor,2022-09-06,84.00,748.80,4.82
3280.00,Heer Chadha,2022-10-14,60.00,1641.80,3.22
3281.00,Miraya Anand,2023-05-21,26.00,877.82,4.97
3282.00,Riaan Dhawan,2023-02-03,41.00,1725.39,4.12
3283.00,Charvi Deshmukh,2022-12-28,26.00,142.64,3.05
3284.00,Prerak Kaur,2023-05-21,52.00,1490.77,3.57
3285.00,Taimur Rout,2023-05-09,83.00,158.10,4.45
3286.00,Krish Dutt,2023-06-17,57.00,1362.29,4.25
3287.00,Madhup Ramachandran,2022-09-01,17.00,380.82,3.56
3288.00,Yashvi Bhatnagar,2022-10-04,100.00,194.04,4.89
3289.00,Saira Yohannan,2023-01-05,82.00,1432.62,3.93
3290.00,Yuvraj  Garde,2022-12-12,52.00,524.76,4.91
3291.00,Rhea Bala,2022-08-20,72.00,1216.29,3.78
3292.00,Madhav Krishnamurthy,2022-11-24,76.00,1449.72,3.40
3293.00,Indranil Chatterjee,2022-09-24,65.00,346.38,3.39
3294.00,Gokul Kashyap,2023-05-18,94.00,1436.49,3.50
3295.00,Hunar Bassi,2023-06-05,25.00,645.94,4.54
3296.00,Anahita Shan,2022-10-31,66.00,170.34,4.53
3297.00,Dishani Tiwari,2022-12-22,44.00,1803.60,4.73
3298.00,Nirvaan Rege,2023-04-15,54.00,1544.39,3.02
3299.00,Dishani Datta,2023-04-18,63.00,1490.83,4.74
3300.00,Khushi Sodhi,2022-12-30,70.00,592.42,3.98
3301.00,Sara Sengupta,2022-08-21,75.00,475.67,3.90
3302.00,Zaina Varkey,2023-06-17,85.00,683.09,4.65
3303.00,Jayesh Mandal,2022-10-02,52.00,759.63,3.46
3304.00,Zara Rao,2022-09-02,74.00,1676.77,3.81
3305.00,Gatik Wable,2023-03-23,36.00,1436.25,3.65
3306.00,Dhanuk D’Alia,2023-04-16,79.00,1150.86,4.65
3307.00,Eva Korpal,2023-02-01,32.00,1034.42,3.94
3308.00,Ira Biswas,2023-02-11,48.00,1939.46,4.53
3309.00,Alisha Bose,2023-05-16,53.00,1073.77,4.20
3310.00,Divyansh Gupta,2023-07-04,37.00,333.09,3.59
3311.00,Saira Amble,2023-03-11,72.00,1636.22,4.59
3312.00,Kaira Bajwa,2022-09-29,56.00,892.97,4.54
3313.00,Nitara Dass,2023-01-25,15.00,579.23,3.17
3314.00,Siya Wadhwa,2022-10-28,48.00,1918.53,4.26
3315.00,Rania Sathe,2023-05-12,77.00,1992.23,3.22
3316.00,Devansh Ganguly,2023-01-06,26.00,668.64,3.19
3317.00,Pihu Bala,2023-04-29,80.00,1681.87,3.08
3318.00,Faiyaz Sandal,2023-03-28,12.00,263.94,4.34
3319.00,Shamik Keer,2023-03-15,66.00,332.77,3.34
3320.00,Chirag Dugar,2023-01-31,93.00,164.84,3.36
3321.00,Azad Bose,2023-01-28,51.00,1574.26,3.24
3322.00,Nayantara Datta,2023-01-05,44.00,869.34,4.92
3323.00,Kimaya Karpe,2023-02-05,54.00,930.78,3.04
3324.00,Anay Sawhney,2023-06-14,44.00,649.68,4.26
3325.00,Aradhya Manne,2023-02-09,62.00,1308.27,4.68
3326.00,Miraan Datta,2022-10-31,80.00,1052.50,4.25
3327.00,Ojas Arya,2022-10-01,71.00,111.79,3.81
3328.00,Lakshay Dhar,2023-06-12,47.00,1745.48,4.51
3329.00,Piya Bhattacharyya,2022-10-22,78.00,135.52,3.91
3330.00,Dhanush Wali,2022-12-02,88.00,1128.80,3.05
3331.00,Mahika Sampath,2023-04-25,64.00,381.65,3.39
3332.00,Yasmin Rajagopal,2022-12-10,46.00,1640.42,4.32
3333.00,Renee Buch,2023-02-13,100.00,796.79,3.56
3334.00,Zara Viswanathan,2022-11-08,60.00,489.51,4.28
3335.00,Riya Varghese,2023-01-22,50.00,1090.25,3.27
3336.00,Darshit Bains,2023-06-04,25.00,1075.94,4.13
3337.00,Baiju Suresh,2023-01-03,61.00,783.71,3.08
3338.00,Manikya Rama,2022-09-08,48.00,1707.72,4.53
3339.00,Romil Tara,2023-01-11,33.00,573.89,3.14
3340.00,Sana Sood,2022-11-15,13.00,1884.24,4.19
3341.00,Saira Khalsa,2023-06-27,60.00,1785.71,3.65
3342.00,Anya Joshi,2023-05-16,58.00,334.47,3.35
3343.00,Chirag Wali,2023-05-21,52.00,277.61,3.87
3344.00,Anahita Magar,2023-03-21,74.00,642.50,4.46
3345.00,Ela Bahri,2023-01-06,41.00,672.21,4.13
3346.00,Prerak Gopal,2022-09-11,35.00,1343.63,4.08
3347.00,Kiaan Rastogi,2022-09-10,93.00,1141.91,4.37
3348.00,Renee Dubey,2023-06-01,41.00,1807.88,3.37
3349.00,Sahil Sanghvi,2023-03-15,27.00,192.97,4.78
3350.00,Jayesh Seth,2022-11-11,83.00,484.91,3.31
3351.00,Shayak Bath,2022-08-30,97.00,1261.54,3.37
3352.00,Shlok Roy,2022-11-25,50.00,262.10,4.10
3353.00,Romil Sathe,2023-02-01,14.00,446.19,3.46
3354.00,Chirag Bumb,2023-06-09,18.00,1947.89,4.69
3355.00,Zoya Rajagopalan,2023-05-27,30.00,224.27,3.99
3356.00,Ryan Bhavsar,2022-12-12,72.00,1927.37,4.96
3357.00,Riya Khalsa,2022-12-04,51.00,523.17,3.71
3358.00,Aniruddh Kala,2022-11-19,31.00,1823.94,3.99
3359.00,Jayesh Jayaraman,2023-03-02,52.00,763.69,3.61
3360.00,Zain Mallick,2022-10-31,18.00,609.82,4.98
3361.00,Raunak Ganguly,2023-02-02,14.00,1304.39,4.67
3362.00,Parinaaz Desai,2022-09-27,17.00,1926.25,4.91
3363.00,Rohan Kari,2022-11-04,73.00,1035.03,3.73
3364.00,Adira Garg,2022-12-19,29.00,462.33,4.54
3365.00,Gokul Talwar,2023-02-20,98.00,537.55,4.44
3366.00,Jayant Sood,2023-07-03,89.00,1675.29,4.39
3367.00,Seher Dhingra,2023-01-14,81.00,958.80,3.34
3368.00,Shanaya Bath,2022-11-04,16.00,1359.11,3.57
3369.00,Nehmat Vohra,2023-04-19,78.00,559.47,3.83
3370.00,Prerak Shere,2023-05-13,97.00,1873.60,3.09
3371.00,Ishaan Choudhury,2023-05-19,95.00,1923.40,4.61
3372.00,Kismat Sha,2022-10-11,68.00,1999.48,4.22
3373.00,Hridaan Borah,2022-09-21,77.00,1251.68,4.34
3374.00,Sara Balay,2023-07-01,30.00,1590.01,4.36
3375.00,Faiyaz Halder,2023-06-26,21.00,997.54,4.19
3376.00,Yasmin Bhattacharyya,2023-03-30,66.00,604.21,3.03
3377.00,Khushi Samra,2022-11-20,61.00,763.52,4.90
3378.00,Kartik Rau,2023-05-23,80.00,920.80,3.22
3379.00,Baiju Ravel,2023-02-21,60.00,1055.13,3.33
3380.00,Kanav Halder,2022-12-04,69.00,1781.76,3.81
3381.00,Veer Gandhi,2023-07-09,69.00,899.81,4.15
3382.00,Indrans Hans,2023-03-10,29.00,824.53,4.22
3383.00,Miraan Chaudhry,2022-10-12,86.00,537.84,3.98
3384.00,Parinaaz Kapur,2023-02-20,66.00,1205.39,3.47
3385.00,Zaina Kibe,2023-03-18,17.00,373.12,4.15
3386.00,Vidur Suresh,2023-03-21,73.00,365.77,4.70
3387.00,Anvi Ramaswamy,2022-10-23,48.00,1834.73,4.28
3388.00,Shamik Tripathi,2023-02-19,91.00,1155.74,3.43
3389.00,Sara Vala,2023-05-19,71.00,938.71,4.57
3390.00,Samarth Kothari,2022-12-27,55.00,1118.22,3.43
3391.00,Rati Deep,2022-09-21,51.00,857.05,4.61
3392.00,Amani Devan,2023-02-16,46.00,631.30,4.30
3393.00,Uthkarsh Ganesan,2022-11-27,87.00,442.96,3.78
3394.00,Manikya Kaul,2022-10-23,88.00,1499.74,4.62
3395.00,Riya Dayal,2023-04-15,84.00,1605.35,3.17
3396.00,Anika Majumdar,2023-03-11,42.00,1845.62,4.90
3397.00,Manjari Johal,2023-05-15,38.00,1201.53,3.63
3398.00,Mahika Chopra,2023-01-07,66.00,1941.33,3.24
3399.00,Kanav Khurana,2023-07-10,69.00,692.24,4.69
3400.00,Vaibhav Madan,2023-07-05,59.00,1843.66,4.25
3401.00,Kiaan Randhawa,2022-11-30,42.00,529.12,3.43
3402.00,Shanaya Bobal,2023-03-18,92.00,1923.14,3.48
3403.00,Farhan Cheema,2023-04-24,78.00,116.87,3.55
3404.00,Renee Tandon,2022-09-08,58.00,303.50,4.08
3405.00,Seher Devi,2023-04-05,41.00,1784.41,3.54
3406.00,Seher Srivastava,2023-03-19,20.00,329.83,3.75
3407.00,Kavya Ravi,2022-12-18,75.00,1773.23,3.33
3408.00,Lagan Deol,2022-12-20,83.00,676.02,3.89
3409.00,Alisha Malhotra,2022-09-05,33.00,1497.41,4.82
3410.00,Mamooty Dara,2022-10-22,95.00,645.80,4.23
3411.00,Shlok Sen,2022-10-18,43.00,155.50,4.64
3412.00,Ritvik Khare,2023-04-06,29.00,1710.08,4.86
3413.00,Divit Lala,2023-05-17,89.00,600.33,4.86
3414.00,Rohan Shetty,2022-09-27,71.00,1082.71,3.64
3415.00,Manjari Bora,2023-05-16,31.00,294.46,3.24
3416.00,Priyansh Trivedi,2022-09-23,96.00,1802.90,4.27
3417.00,Anahi Borah,2022-11-22,63.00,979.17,3.81
3418.00,Shaan Chaudhry,2022-12-08,66.00,525.72,3.49
3419.00,Kartik Mandal,2023-01-16,41.00,286.48,4.46
3420.00,Riaan Sunder,2023-04-24,27.00,1341.16,4.79
3421.00,Sahil Vora,2022-11-19,20.00,1381.53,3.39
3422.00,Divit Hayre,2023-07-04,86.00,1106.33,3.61
3423.00,Anaya Keer,2023-03-19,96.00,1596.13,4.75
3424.00,Dhanush Dass,2023-06-20,64.00,701.24,4.37
3425.00,Aradhya Das,2022-12-26,25.00,704.95,3.40
3426.00,Anvi Sani,2022-09-30,64.00,1678.30,3.14
3427.00,Reyansh Ahluwalia,2022-11-25,22.00,1522.59,4.06
3428.00,Emir Bail,2023-03-28,90.00,1317.96,3.47
3429.00,Ojas Thaker,2023-07-11,14.00,888.38,3.80
3430.00,Saksham Warrior,2022-12-23,15.00,1453.97,4.99
3431.00,Lakshay Kale,2023-07-10,14.00,507.01,4.17
3432.00,Shamik Rattan,2022-08-21,66.00,104.07,3.38
3433.00,Nishith Iyer,2022-12-25,36.00,753.43,3.18
3434.00,Ayesha Thakur,2022-12-15,16.00,1030.88,3.85
3435.00,Kashvi Bora,2022-10-30,94.00,1857.21,4.50
3436.00,Yashvi Deo,2023-05-28,55.00,1748.55,3.98
3437.00,Arnav Sathe,2022-10-25,16.00,389.94,4.94
3438.00,Ahana  Chander,2023-06-03,14.00,1579.16,4.47
3439.00,Yashvi Dass,2022-09-08,21.00,1625.80,4.18
3440.00,Fateh Ratta,2022-10-12,73.00,1159.07,4.67
3441.00,Renee Das,2023-03-09,80.00,141.05,4.09
3442.00,Hridaan Jhaveri,2023-04-17,93.00,1437.75,3.11
3443.00,Kiaan Issac,2023-04-11,77.00,1156.85,4.31
3444.00,Pihu Ravel,2023-03-09,32.00,1263.05,3.32
3445.00,Samaira Shan,2023-04-19,14.00,396.38,3.73
3446.00,Tara Bhatia,2022-10-29,74.00,1937.42,3.42
3447.00,Ishaan Kalla,2023-01-09,73.00,401.74,4.71
3448.00,Priyansh Borah,2023-01-26,42.00,1368.95,3.79
3449.00,Mannat Bakshi,2022-08-26,82.00,1063.34,3.37
3450.00,Indrans Chand,2023-02-24,10.00,1047.03,4.60
3451.00,Shalv Gokhale,2022-12-16,25.00,1459.80,4.38
3452.00,Shanaya Raval,2023-04-17,39.00,455.79,3.12
3453.00,Trisha Andra,2022-11-29,61.00,298.07,3.62
3454.00,Yuvaan Madan,2023-04-04,37.00,1398.03,4.84
3455.00,Ishaan Gade,2022-08-19,14.00,1096.31,3.22
3456.00,Ishita Sibal,2023-03-05,79.00,1580.33,4.40
3457.00,Ahana  Soni,2023-06-07,57.00,1100.99,3.30
3458.00,Mishti Ray,2023-02-04,14.00,420.89,4.01
3459.00,Jayesh Sanghvi,2023-01-18,79.00,1372.41,4.08
3460.00,Aayush Sagar,2023-03-20,82.00,1935.77,3.83
3461.00,Shalv Srivastava,2023-04-17,66.00,1621.47,3.53
3462.00,Mahika Hayer,2023-01-13,71.00,1149.99,4.94
3463.00,Priyansh Kaul,2022-10-24,89.00,976.34,4.60
3464.00,Mohanlal Kata,2023-05-04,93.00,733.49,4.44
3465.00,Kabir Agate,2023-04-05,98.00,1841.41,3.06
3466.00,Madhav Bhasin,2022-12-20,27.00,1439.39,3.21
3467.00,Tiya Khatri,2023-01-06,73.00,1007.59,4.90
3468.00,Indranil Kala,2022-09-26,49.00,356.30,3.66
3469.00,Kimaya Kulkarni,2023-04-17,43.00,1614.29,3.73
3470.00,Stuvan Deo,2023-03-27,40.00,1470.87,4.54
3471.00,Stuvan Chopra,2023-02-27,15.00,1725.34,4.43
3472.00,Divyansh Arora,2023-05-07,26.00,1643.48,3.28
3473.00,Ishita Vora,2023-02-25,21.00,1435.30,4.50
3474.00,Shanaya Korpal,2023-02-27,97.00,1076.82,3.18
3475.00,Miraan Raju,2022-12-18,39.00,681.86,3.99
3476.00,Ranbir Dar,2022-08-18,76.00,424.57,4.78
3477.00,Hrishita Virk,2023-04-06,79.00,1089.08,4.08
3478.00,Amira Sharma,2023-01-15,81.00,1338.70,3.81
3479.00,Lakshay Dhawan,2022-11-30,99.00,107.09,3.09
3480.00,Divit Das,2022-08-23,47.00,710.20,4.03
3481.00,Aaina Sandal,2023-05-10,77.00,1878.40,3.64
3482.00,Vanya Iyer,2023-05-31,16.00,1067.85,3.09
3483.00,Abram Kale,2022-10-27,63.00,772.26,4.84
3484.00,Yakshit Boase,2022-08-18,10.00,769.97,3.05
3485.00,Stuvan Chhabra,2022-08-30,34.00,1179.58,4.24
3486.00,Renee Chandra,2022-10-14,61.00,1843.06,4.48
3487.00,Romil Kunda,2022-10-23,13.00,128.65,4.43
3488.00,Gatik Soni,2022-12-10,62.00,1033.31,4.62
3489.00,Sumer Sant,2023-02-17,20.00,1715.89,3.85
3490.00,Kavya Bandi,2022-10-18,50.00,265.80,4.71
3491.00,Kaira Edwin,2023-03-11,100.00,1068.58,4.35
3492.00,Eva Saran,2023-04-22,66.00,215.78,3.18
3493.00,Rohan Krishnan,2023-05-02,61.00,1936.69,4.66
3494.00,Kiaan Venkataraman,2022-10-30,11.00,1627.44,3.34
3495.00,Gokul Sethi,2022-10-22,32.00,198.33,3.54
3496.00,Armaan Seth,2022-12-12,35.00,1195.71,4.72
3497.00,Veer Sampath,2023-05-03,78.00,140.39,3.26
3498.00,Akarsh Guha,2022-09-30,30.00,554.17,3.98
3499.00,Aarush Wason,2023-03-07,76.00,1506.92,4.96
3500.00,Suhana Dixit,2023-03-08,86.00,566.89,4.12
3501.00,Advik Anne,2022-09-29,35.00,1748.50,3.94
3502.00,Jivin Badal,2023-05-13,61.00,782.44,3.84
3503.00,Pihu Deshmukh,2022-10-19,14.00,1933.46,3.17
3504.00,Aayush Sridhar,2022-09-27,91.00,1567.44,3.01
3505.00,Gokul Kanda,2023-01-13,73.00,1110.55,4.47
3506.00,Divit Dyal,2023-02-01,73.00,1461.26,4.73
3507.00,Aaryahi Seshadri,2023-05-14,74.00,1449.53,4.12
